title,genres,releaseYear,imdbAverageRating,imdbNumVotes
The Eminence in Shadow,"Action, Adventure, Animation",2022,7.8,11094
Snabba Cash,"Action, Crime, Drama",2021,7.6,13448
The Women Saving Our Seas,Documentary,2016,7,10
The Devil Judge,"Crime, Drama, Mystery",2021,8.2,5478
Law School,"Crime, Drama, Mystery",2021,7.9,3524
Kayko and Kokosh,"Action, Adventure, Animation",2021,6.3,401
City of Ghosts,"Adventure, Animation, Family",2021,7.7,482
Spirit Rangers,"Action, Adventure, Animation",2022,6.9,270
Zero,"Action, Comedy, Drama",2021,5.8,1587
Revolutionary Sisters,"Comedy, Drama, Mystery",2021,6.2,74
I Survived a Crime,Crime,2021,6.2,171
Let's Fight Ghost,"Fantasy, Horror, Romance",2021,6.8,182
Worn Stories,Documentary,2021,6.7,359
Nevenka: Breaking the Silence,"Crime, Documentary",2021,6.9,823
Spy x Family,"Action, Animation, Comedy",2022,8.3,51458
Infuruensu,Drama,2021,7.4,95
The Greatest Demon Lord Is Reborn as a Typical Nobody,"Action, Adventure, Animation",2022,6.2,1883
Who Killed Sara?,"Crime, Drama, Mystery",2021,6.4,16954
Until Life Do Us Part,Drama,2021,7.2,838
Marnow Murders,"Crime, Drama, Mystery",2021,7.3,1166
A Perfect Day for Arsenide,Romance,2020,5.3,38
Akuma Kun,"Adventure, Animation, Fantasy",2023,6.4,654
Navarasa,Drama,2021,5.8,3886
This Is a Robbery: The World's Greatest Art Heist,"Crime, Documentary, History",2021,6.5,5015
Haunted: Latin America,"Horror, Reality-TV",2021,5.3,728
,"Mystery, Crime",2021,,
Zero Chill,"Comedy, Drama, Family",2021,5.8,2057
The Tourist,"Action, Drama, Mystery",2022,7.1,32827
Hardball,Drama,2019,7.4,86
Under Suspicion: Uncovering the Wesphael Case,"Crime, Documentary",2021,6.3,855
Fisk,"Comedy, Drama",2021,7.9,7812
Mieruko-chan,"Animation, Comedy, Fantasy",2021,7.1,3013
,Reality,2021,,
Scarlet Nexus,"Action, Animation, Sci-Fi",2021,5.8,283
Reign Supreme,"Biography, Drama, Music",2022,7.7,672
Palace of Devotion,"Drama, History, Romance",2021,5.5,21
The Girl from Oslo,"Drama, Thriller",2021,6.3,4033
Magic for Humans by Mago Pop,"Comedy, Reality-TV",2021,5.9,110
Newton's Cradle,"Drama, Thriller",2021,7.9,2289
The Upshaws,Comedy,2021,7,4591
,Reality,2021,,
I Can See You,"Action, Drama, Thriller",2020,6.6,35
,"Animation, Kids",2021,,
Headspace Guide to Sleep,"Animation, Documentary",2021,6.8,607
Pet Stars,"Family, Reality-TV",2021,5.2,146
,,2021,,
Yu Yu Hakusho,"Action, Adventure, Comedy",2023,7.2,9507
Sell Your Haunted House,"Comedy, Fantasy, Horror",2021,7.6,1691
Inside Man,"Crime, Drama, Mystery",2022,6.7,40077
Lel Maout,Drama,2021,7.8,596
Takt Op. Destiny,"Action, Adventure, Animation",2021,6.8,2360
Towako Omameda and Her Three Ex-husbands,Comedy,2021,7.7,536
,"Comedy, Drama",2021,,
No Doubt in Us,"Animation, Comedy, Fantasy",2021,8,293
2020,"Crime, Drama, Thriller",2021,7.6,725
,,2018,,
Mush-Mush & the Mushables,"Adventure, Animation, Comedy",2020,7.8,94
Under Fire,Drama,2021,6.7,929
The Long Ballad,"Action, Adventure, History",2021,8.1,1872
The Rational Life,"Drama, Romance",2021,7.9,1050
The Mopes,"Comedy, Drama, Fantasy",2021,6,215
The Wedding Coach,"Comedy, Reality-TV",2021,5.1,113
Fuuto PI,"Action, Adventure, Animation",2022,6.8,298
A Couple of Cuckoos,"Animation, Comedy, Romance",2022,6.7,2155
The Sons of Sam: A Descent into Darkness,"Crime, Documentary, History",2021,7,11024
Dead Places,"Adventure, Horror, Thriller",2021,6.2,1587
Sorokatsu joshi no susume,Romance,2021,6.8,35
Amor Fati,"Drama, Romance",2021,4.3,11
Asterix & Obelix: The Big Fight,"Action, Adventure, Animation",2025,8,4868
Dance Dance Danseur,"Animation, Comedy, Drama",2022,7.6,311
Watashi no otto wa reizôko ni nemutte-iru,Mystery,2021,6.9,24
"Living, Dying, Father, Etc.",Drama,2021,6.8,14
Alnamous,"Crime, Drama, Mystery",2021,7.6,22
The Apprentice: ONE Championship Edition,Reality-TV,2021,7.4,200
"Rich House, Poor House Changed My Life",Documentary,2021,6.8,8
Fatma,"Crime, Drama",2021,7.4,10164
Project: Anchor SPM,"Comedy, Crime, Drama",2021,6.6,221
My Dress-Up Darling,"Animation, Comedy, Romance",2022,7.9,19208
Afterlife,Drama,2021,7.7,15
Seen,Reality-TV,2021,8.5,46
The Sound of Magic,"Drama, Fantasy, Music",2022,7.5,6199
Pernille,"Comedy, Drama",2021,8.1,4123
All You Need,"Comedy, Drama",2021,6.9,475
,"Drama, Crime",2021,,
,Drama,2021,,
Skeleton Knight in Another World,"Action, Adventure, Animation",2022,7,2423
If Only,Drama,2022,6.2,1738
,"Action & Adventure, Crime",,,
Intimacy,"Crime, Drama",2022,6.8,3777
Castlevania: Nocturne,"Action, Adventure, Animation",2023,7.5,21758
The Smurfs,"Adventure, Animation, Comedy",2021,6.4,617
I Heart Arlo,"Adventure, Animation, Comedy",2021,6.8,290
Florida Man,"Crime, Drama, Mystery",2023,6.7,12734
,,2021,,
,,2021,,
Komi Can't Communicate,"Animation, Comedy, Drama",2021,7.7,11465
Hype House,Reality-TV,2022,1.9,3202
Pi Mai Pi Mai Tang Tu,Comedy,1990,8.1,26
Hacks,"Comedy, Drama",2021,8.2,54821
The Scent of Passion,"Drama, Romance",2021,7.5,896
Canta Comigo,"Game-Show, Music, Reality-TV",2018,6.9,25
Rainbow High,"Adventure, Animation, Comedy",2020,5.7,295
"Money, Explained",Documentary,2021,7,3013
,"Talk, Reality",2021,,
Hit & Run,"Action, Crime, Drama",2021,7,11711
Mine,"Drama, Mystery",2021,7.6,2018
Shefu wa meitantei,Crime,2021,6.7,74
High on the Hog: How African American Cuisine Transformed America,"Documentary, History",2021,7.7,970
More than Blue: The Series,"Drama, Romance",2021,8.1,624
Let's Eat,Comedy,2021,7.7,22
Lava Ka Dhaava,"Game-Show, Reality-TV",2021,6,47
Thunder in My Heart,Drama,2021,7.7,1849
,,2014,,
,Drama,1982,,
Human: The World Within,Documentary,2021,6.8,1069
Miss the Dragon,"Drama, Fantasy, Romance",2021,7.5,598
,"Drama, Comedy",2016,,
Use for My Talent,"Comedy, Drama, Romance",2021,7.2,589
,Comedy,2021,,
The Unusual Suspects,"Comedy, Crime, Drama",2021,6.9,1343
Mad for Each Other,"Comedy, Drama, Romance",2021,7.9,3280
Django,"Drama, Western",2022,4.7,1780
Running Errands,"Action, Comedy",2021,8.4,6672
Racket Boys,"Comedy, Drama, Sport",2021,4.9,29477
Alma Matters: Inside the IIT Dream,Documentary,2021,8.2,2458
Transformers: BotBots,"Action, Adventure, Animation",2022,5.7,166
"Fresh, Fried and Crispy",Reality-TV,2021,6.2,803
Coyotes,Drama,2021,5.2,387
Blippi,Family,2014,5.9,692
Young Royals,"Drama, Romance",2021,8.2,47947
Locombianos,Comedy,2021,3.8,26
Penguin Town,"Comedy, Documentary, Drama",2021,7.9,1098
This Is Pop,"Documentary, Music",2021,6.9,1487
"Nevertheless,","Drama, Romance",2021,7.1,11840
,,2012,,
Les Bracelets Rouges,Drama,2022,7.9,61
The Wonder Years,"Comedy, Drama, Family",2021,6.6,5875
The Midnight Club,"Drama, Horror, Mystery",2022,6.5,38721
,Reality,2021,,
Super Pumped,"Biography, Drama",2022,7.3,10239
Generation 56K,"Comedy, Drama, Romance",2021,7.3,3104
Somos.,"Crime, Drama, History",2021,7.1,1424
Naomi Osaka,"Biography, Documentary, Sport",2021,6.3,1500
Sophie: A Murder in West Cork,"Crime, Documentary, History",2021,6.8,6411
Aoashi,"Animation, Comedy, Drama",2022,8.1,3758
Elite Short Stories: Carla Samuel,"Drama, Romance, Short",2021,6.8,3151
Elite Short Stories: Nadia Guzmán,"Drama, Romance, Short",2021,6.2,2165
Elite Short Stories: Omar Ander Alexis,"Drama, Short",2021,7.2,2230
Elite Short Stories: Guzmán Caye Rebe,"Crime, Drama, Short",2021,7.4,2623
The Big Boss: A 21st Century Criminal,Documentary,2019,6.9,38
,Animation,2016,,
You Are My Spring,"Drama, Romance, Thriller",2021,7.3,1117
Dismissed,"Comedy, Drama",2021,7.9,530
We the People,"Animation, Comedy, Family",2021,4.2,917
Ray,"Crime, Drama, Thriller",2021,7.1,9840
Creator's File: Gold,Comedy,2021,6.7,33
Cuba Libre,"Drama, History, Romance",2022,7.2,258
A Female Student Arrives at the Imperial College,"Action, Adventure, Comedy",2021,7.3,391
On the Verge,Comedy,2021,6.5,3777
Fred and Rose West: The Search for the Victims,"Crime, Documentary",2021,7,49
,"Drama, Comedy",2021,,
,,2017,,
,,2018,,
,Reality,2021,,
Gen Z,"Crime, Drama",2021,7,33
Ridley Jones,"Adventure, Animation, Comedy",2021,2,1620
Who Rules the World,"Action, Drama, Fantasy",2022,8.2,2587
Exception,"Animation, Drama, Horror",2022,6.5,1276
Police University,"Comedy, Drama, Mystery",2021,7.1,1215
Captain Laserhawk: A Blood Dragon Remix,"Action, Adventure, Animation",2023,7,3927
The Girl in the Mirror,"Drama, Horror, Mystery",2022,6.3,3065
Jaguar,"Action, Drama, History",2021,5.8,2361
The Time It Takes,"Drama, Romance, Short",2021,7.1,2292
Fanático,"Comedy, Drama, Music",2022,5.1,209
,Reality,2020,,
Insânia,Horror,2021,5,370
Melancholia,"Drama, Romance",2021,7.3,923
Bloodhounds,"Action, Crime, Drama",2023,8.1,19177
Solo Leveling,"Action, Adventure, Animation",2024,8.6,80017
Sasaki and Miyano,"Animation, Comedy, Drama",2022,7.8,2346
The War Next-door,Comedy,2021,5.7,561
Mighty Little Bheem: Festival of Colors,Animation,2020,7.4,46
Gold Leaf,Drama,2021,8.3,296
Super Crooks,"Action, Adventure, Animation",2021,7.1,3730
Elize Matsunaga: Once Upon a Crime,"Biography, Crime, Documentary",2021,5.9,2740
How to Become a Tyrant,"Biography, Documentary, History",2021,7.4,12051
Heist,"Crime, Documentary, Mystery",2021,6.8,2169
The Woman in the Septic Tank 3: The Real Untold Story of Josephine Bracken,"Comedy, Romance",2019,7.1,73
Uncle from Another World,"Adventure, Animation, Comedy",2022,7.3,3159
Johnny Test,"Action, Adventure, Animation",2021,6.1,613
She and Her Perfect Husband,"Drama, Romance",2022,7.3,696
The Chestnut Man,"Crime, Drama, Mystery",2021,7.6,59625
Cat People,"Documentary, Short",2021,6.5,402
Jiva!,Drama,2021,6,336
Heirs to the Land,"Drama, History",2022,7.1,1909
Welcome to Eden,"Action, Drama, Sci-Fi",2022,5.6,8485
Santo,"Action, Adventure, Crime",2022,5,1161
Ana Tramel. El juego,Thriller,2021,6.6,346
Sequía,"Crime, Thriller",2022,6.5,421
Q-Force,"Action, Adventure, Animation",2021,6.7,6833
"Sex, Insta i ZNO",Comedy,2020,6.5,212
"My Lover, My Killer","Crime, Documentary",2021,6.1,451
Gone for Good,"Crime, Drama, Mystery",2021,6.3,5989
Feels Like Ishq,"Comedy, Drama, Romance",2021,6.4,1760
Tokyo MER,Drama,2021,7.8,161
,"Comedy, Drama",2021,,
Hometown,"Horror, Mystery, Thriller",2021,6.1,495
Aranyak,"Crime, Drama, Mystery",2021,7.7,11486
All But Divorced,"Drama, Romance, Thriller",2021,5,9
Masameer County,"Animation, Comedy, Drama",2021,8,2730
My Unorthodox Life,Reality-TV,2021,5.7,1698
Sexy Beasts,"Reality-TV, Romance",2021,4.7,1361
Too Hot to Handle: Brazil,"Game-Show, Reality-TV, Romance",2021,5.4,711
The Snitch Cartel: Origins,"Crime, Drama",2021,6,298
Tattoo Redo,Reality-TV,2021,5.9,1007
,"Animation, Action & Adventure, Sci-Fi & Fantasy",2021,,
,"Drama, Crime",2021,,
I Need Romance,Romance,2021,7.6,101
,,2021,,
Myth & Mogul: John DeLorean,"Biography, Crime, Documentary",2021,6.8,1402
,"Drama, Comedy",2021,,
,,2017,,
High: Confessions of an Ibiza Drug Mule,"Crime, Documentary",2021,6.1,1481
,Drama,2021,,
,Kids,2021,,
La Brea,"Drama, Mystery, Sci-Fi",2021,5.8,20000
Hometown Cha-Cha-Cha,"Comedy, Drama, Romance",2021,8.3,25138
Dark Winds,"Crime, Drama, Mystery",2022,7.7,24795
Love after Divorce,"Reality-TV, Romance",2021,7.7,94
,Reality,2016,,
Cooking with Paris,Reality-TV,2021,5.4,1251
,"Reality, Talk",2021,,
Notre-Dame,Drama,2022,5.3,843
Parallel World Pharmacy,"Animation, Comedy, Drama",2022,7.1,1549
Psychologist,"Drama, Romance, Thriller",2021,5.3,201
Cocaine Cowboys: The Kings of Miami,"Crime, Documentary, History",2021,7.1,3411
,Reality,2021,,
Archibald's Next Big Thing Is Here,"Action, Adventure, Animation",2021,8.2,86
Be Yourself,"Comedy, Drama, Romance",2021,7.9,118
,Reality,2021,,
Brand New Cherry Flavor,"Drama, Horror, Mystery",2021,7.1,20647
Love Is True,Drama,2021,7.8,7
Young Lady and Gentleman,"Comedy, Drama, Family",2021,6.4,771
A Wonderful Sight,"Action, Comedy, Thriller",2021,7.1,1256
The King's Affection,"Drama, Romance",2021,8,7334
One the Woman,"Comedy, Drama, Romance",2021,7.2,908
Clickbait,"Crime, Drama, Mystery",2021,7.2,65263
My Stepmom's Daughter Is My Ex,"Animation, Comedy, Romance",2022,6.4,1692
,Drama,2006,,
,Comedy,2002,,
Baki Hanma,"Action, Animation, Drama",2021,7,5515
"Ada Twist, Scientist","Adventure, Animation, Comedy",2021,6.1,376
Echoes,"Drama, Mystery, Thriller",2022,6,17014
Revelations: The Masters of the Universe: Revelation Aftershow,Talk-Show,2021,5.8,18
Bake Squad,"Game-Show, Reality-TV",2021,6.9,1205
Everything Will Be Fine,"Comedy, Drama",2021,6.3,413
Open Your Eyes,"Drama, Mystery, Sci-Fi",2021,6.6,2082
Top Secret UFO Projects: Declassified,Documentary,2021,5.6,1986
,Drama,2021,,
,Reality,2021,,
,,1990,,
Bread Barbershop,"Animation, Comedy, Family",2020,6.4,280
,"Animation, Kids",2018,,
,,2017,,
,,2020,,
,,2017,,
"Now, We Are Breaking Up","Drama, Romance",2021,6.4,1794
Twenty Five Twenty One,"Drama, Romance",2022,8.6,18373
Post Mortem: No One Dies in Skarnes,"Comedy, Drama, Thriller",2021,7,4491
Kung Fu Panda: The Dragon Knight,"Action, Adventure, Animation",2022,6.1,3136
,"Comedy, Talk",2021,,
Motel Makeover,Reality-TV,2021,5,886
Chicago Party Aunt,"Animation, Comedy",2021,5.7,2514
Si lou de tian tang,Drama,2021,7,57
John of God: The Crimes of a Spiritual Healer,"Crime, Documentary",2021,6.5,1099
Immortal Samsara,"Drama, Fantasy, Romance",2022,6.9,1552
Aharen-san wa Hakarenai,"Animation, Comedy, Romance",2022,7,1556
Sparking Joy with Marie Kondo,"Comedy, Drama, History",2021,6.4,535
Mirror: A Tale of Twin Cities,"Drama, Fantasy, Romance",2021,8.3,101
The Longest Promise,"Fantasy, Romance",2023,8.1,5094
Light the Night,"Crime, Drama, Mystery",2021,7.4,1667
Pôr do Sol,Comedy,2021,8.7,2160
The Kingdom,"Crime, Drama",2021,6.4,1914
Love Between Fairy and Devil,"Comedy, Drama, Fantasy",2022,8.4,4158
High Water,Drama,2022,7.1,7211
Countdown: Inspiration4 Mission to Space,Documentary,2021,7.8,2140
Ganglands,"Action, Crime, Drama",2021,7.2,4828
True Colours,Crime,2022,7,574
,,2020,,
Sharkdog,"Adventure, Animation, Comedy",2021,6,263
,Drama,2021,,
No Regrets in Life,"Drama, Romance",2022,6.2,67
,,2014,,
Queen,Drama,2022,7.1,1722
Metal Shop Masters,"Game-Show, Reality-TV",2021,5.7,719
,Documentary,2012,,
Dali and the Cocky Prince,"Comedy, Drama, Romance",2021,8,2212
Thirty Nine,"Drama, Romance",2022,7.7,3380
Krapopolis,"Animation, Comedy, Fantasy",2023,6.5,3724
Titletown High,"Reality-TV, Sport",2021,5.7,450
Remember You,"Crime, Mystery, Romance",2021,6.6,139
Celebrity,"Drama, Mystery, Thriller",2023,7.4,6934
The Wrong Way to Use Healing Magic,"Action, Animation, Comedy",2024,7.3,2769
The Perfect Mother,"Crime, Drama, Mystery",2021,6,2032
The Story of Xing Fu,Drama,2022,8.5,368
Grappler Baki wa BL dewa naika to kangae tsuzuketa otome no kiroku,Drama,2021,6.4,12
King of Boys: The Return of the King,"Crime, Drama",2021,6.6,335
Too Hot to Handle: Latino,"Game-Show, Reality-TV, Romance",2021,5.2,476
Comedy Premium League,Comedy,2021,4.9,1707
South Wind Knows,"Drama, Romance",2023,6,354
Turning Point: 9/11 and the War on Terror,"Documentary, History, War",2021,7.9,12475
The New Adventures of Oggy,"Adventure, Animation, Comedy",2021,6.2,99
Legal Wives,"Action, Adventure, Crime",2021,7,61
Luna Park,"Drama, Romance",2021,6.5,1110
Dive Club,"Adventure, Drama, Family",2021,6.2,1365
Back to 15,"Comedy, Drama",2022,7,1878
How to Be A Cowboy,Reality-TV,2021,7.4,204
"Vendetta: Truth, Lies and the Mafia","Crime, Documentary, Thriller",2021,6.7,368
,Documentary,2021,,
Monsters Inside: The 24 Faces of Billy Milligan,"Crime, Documentary",2021,6.3,5138
Maya and the Three,"Action, Adventure, Animation",2021,8,5432
,Comedy,2021,,
Bangkok Breaking,"Action, Crime, Drama",2021,5.8,444
A Model Family,"Crime, Drama, Thriller",2022,6.6,1634
"Boo, Bitch","Comedy, Drama, Fantasy",2022,5.9,5904
,Animation,2021,,
The Ingenuity of the Househusband,"Comedy, Short",2021,6.7,605
The Unlikely Murderer,"Crime, Drama",2021,7,5346
See You Again,"Fantasy, History, Romance",2022,7.4,18
,Sci-Fi & Fantasy,2021,,
Crime Stories: India Detectives,"Crime, Documentary, Mystery",2021,7,1222
,,2020,,
Bad Memory Eraser,Drama,2024,6.1,411
,,2019,,
,,2013,,
Money Heist: From Tokyo to Berlin,Documentary,2021,7.6,1336
Dead Boy Detectives,"Action, Adventure, Comedy",2024,7.5,21183
,"Crime, Drama",2021,,
Fugueuse,Drama,2021,6.1,124
Korean Cold Noodle Rhapsody,Documentary,2021,7.3,75
Pedro el escamoso,Drama,2001,7.5,491
Under Ninja,"Action, Animation, Comedy",2023,6.6,431
Jun Jiu Ling,"Drama, History, Romance",2021,7.8,107
Red Sleeve,"Drama, History, Romance",2021,8.5,3591
Bad and Crazy,"Action, Comedy, Crime",2021,8,6013
Octonauts: Above & Beyond,"Adventure, Animation, Family",2021,7.2,211
Wojia yugang ersan shi,"Comedy, Fantasy",2022,6.9,56
Tobot Galaxy Detectives,Animation,2020,6.4,39
Scaredy Cats,"Comedy, Family, Fantasy",2021,6.1,550
The Five Juanas,"Crime, Drama, Horror",2021,6.9,2487
Colonia Dignidad: A Sinister Sect,"Crime, Documentary",2021,7.1,1077
Baking Impossible,"Game-Show, Reality-TV",2021,7,1614
The Yakuza's Guide to Babysitting,"Animation, Comedy, Crime",2022,7.4,913
,Comedy,2021,,
Sort Of,"Comedy, Drama",2021,7.3,2592
A Tale Dark & Grimm,"Action, Adventure, Animation",2021,7.3,2089
Love Is Blind: Brazil,"Reality-TV, Romance",2021,6.2,948
The Billion Dollar Code,"Biography, Crime, Drama",2021,8,12255
Bad Sport,"Crime, Documentary, Mystery",2021,7.3,2911
House of Secrets: The Burari Deaths,"Crime, Documentary, History",2021,7.4,13697
303 - Die Serie,"Drama, Romance",2021,7.1,120
Styx,"Crime, Horror, Thriller",2024,6.8,555
Pretty Smart,"Comedy, Romance",2021,5.8,6011
Karma's World,"Animation, Comedy, Family",2021,6.7,249
Once Upon a Small Town,"Comedy, Drama, Romance",2022,7.1,2257
Devil in Ohio,"Drama, Horror, Mystery",2022,5.9,20912
Rhythm + Flow France,"Music, Reality-TV",2022,6.3,294
,Talk,2021,,
Two Summers,"Drama, Thriller",2022,6.8,4990
True Story,"Crime, Drama, Thriller",2021,7.4,21298
,,2021,,
Everything Calls for Salvation,"Comedy, Drama",2022,7.5,2289
Let Me Be Your Knight,"Comedy, Drama, Music",2021,7.3,288
Lighter & Princess,"Drama, Romance",2022,8.2,1359
Adventure Beast,"Adventure, Animation, Comedy",2021,5.3,777
Insiders,Reality-TV,2021,4.2,945
Life's a Glitch with Julien Bam,"Comedy, Sci-Fi",2021,4.5,534
"Sex, Love & Goop","Comedy, Romance, Talk-Show",2021,5.2,981
Twentysomethings: Austin,Reality-TV,2021,6.2,624
,,2019,,
Kotaro Lives Alone,"Animation, Comedy, Drama",2022,8.3,5126
Reincarnated as a Sword,"Action, Adventure, Animation",2022,7.3,1909
Little Women,"Action, Drama, Mystery",2022,7.7,8556
Jailbirds New Orleans,"Documentary, Reality-TV",2021,6.5,329
The Legend of Anle,"Mystery, Romance",2023,6.5,1117
The Raincoat Killer: Chasing a Predator in Korea,"Crime, Documentary, History",2021,6.4,3213
New World,Reality-TV,2021,7.7,573
Rebelde,"Comedy, Drama, Music",2022,6.4,7536
Maldivas,"Comedy, Crime, Drama",2022,5.8,1361
The Hungry and the Hairy,Reality-TV,2021,7.5,341
Partner Track,Drama,2022,6.7,7828
That Girl Lay Lay,"Comedy, Family",2021,4.5,792
Japan Sinks: People of Hope,Drama,2021,6.5,726
The Fabulous,"Comedy, Drama, Romance",2022,6.4,1660
A Romance of the Little Forest,"Comedy, Romance",2022,6.8,218
Malverde: El Santo Patrón,Drama,2021,6.1,129
Would You Like a Cup of Coffee?,Drama,2021,8.2,363
Happiness,"Action, Fantasy, Horror",2021,7.7,13579
Mad Doctor,Drama,2022,7.3,185
L.O.L. Surprise! House of Surprises,"Adventure, Animation, Comedy",2021,7,66
Fragrance of the First Flower,Drama,2021,7.3,371
,,2019,,
2 Good 2 Be True,"Comedy, Drama, Romance",2022,7.2,188
Military Prosecutor Do Bae Man,"Action, Drama",2022,7.7,1873
Again My Life,"Action, Crime, Drama",2022,7.7,1831
Insider,"Action, Drama, Thriller",2022,7.5,451
Death to Snow White,"Drama, Mystery, Thriller",2024,7.9,754
"Mom, Don't Do That!","Comedy, Drama, Romance",2022,6.1,350
Dearest,"Crime, Drama, Romance",2021,7.1,549
Christmas Flow,"Comedy, Music, Romance",2021,6,986
Lady Voyeur,"Drama, Mystery, Thriller",2023,5.1,2542
Our Blues,"Drama, Romance",2022,8.6,4694
Elves,"Drama, Fantasy, Horror",2021,5.6,5258
Our Beloved Summer,"Drama, Romance",2021,8.2,12506
An Astrological Guide for Broken Hearts,"Comedy, Romance",2021,7.1,4521
Tear Along the Dotted Line,"Animation, Comedy, Drama",2021,8.5,15769
That '90s Show,"Comedy, Drama, Romance",2023,6.3,29852
Angela Black,Drama,2021,6.4,4220
Call My Agent Bollywood,"Comedy, Drama",2021,5.3,6392
Blown Away: Christmas,Reality-TV,2021,6.8,748
The Club,"Drama, History",2021,7.8,12513
Unknowns,"Crime, Drama, Thriller",2021,7.4,185
The Mole,Drama,2021,7.8,22
The Glory,"Drama, Mystery, Thriller",2022,8.2,37793
Stay Close,"Comedy, Crime, Drama",2021,6.9,40823
Voir,Documentary,2021,6.8,1782
Song of the Bandits,"Action, Drama, History",2023,7.2,2694
Tomorrow,"Action, Comedy, Drama",2022,8,15035
The Informant,"Drama, Thriller",2022,8,4030
Freeridge,"Comedy, Drama, Mystery",2023,5.7,1195
The Wind Blows from Longxi,"Crime, Drama, History",2022,8,147
Avalanche,Drama,2021,7.6,61
Only Just Married,Romance,2021,6.5,230
Why Her,"Drama, Mystery, Romance",2022,7.6,1440
All Heart,Drama,2021,7.6,310
,Documentary,2019,,
,"Kids, Animation",2018,,
Glitch,"Comedy, Mystery, Sci-Fi",2022,6.2,1383
Shooting Stars,"Comedy, Drama, Romance",2022,7.6,4268
Dogs in Space,"Action, Adventure, Animation",2021,7.1,994
I'm Quitting Heroing,"Action, Adventure, Animation",2022,6.6,1578
The Demon Sword Master of Excalibur Academy,"Action, Animation, Fantasy",2023,6,884
Catch! Teenieping,"Animation, Comedy, Family",2020,6.8,111
Your Life Is a Joke,"Comedy, Documentary",2021,5.4,105
The Blue Whisper,"Drama, Fantasy, Romance",2022,7.4,637
Express,Thriller,2022,6,459
Catching Killers,"Crime, Documentary, Mystery",2021,7.2,5984
The Motive,"Crime, Documentary, Mystery",2020,5.3,1864
Black Knight,"Action, Adventure, Sci-Fi",2023,6.4,8682
Love to Hate You,"Comedy, Romance",2023,7.8,6665
,"Documentary, Talk",2021,,
,"Animation, Kids",2018,,
,,2011,,
The Fastest,Reality-TV,2021,4.9,136
Stories of a Generation - with Pope Francis,Documentary,2021,7.5,297
Bulgasal,"Drama, Fantasy, Thriller",2021,7.4,3514
Elite Short Stories: Phillipe Caye Felipe,"Drama, Romance",2021,6.3,926
Elite Short Stories: Samuel Omar,Drama,2021,6.1,902
Elite Short Stories: Patrick,Drama,2021,6.1,1032
School of Chocolate,"Game-Show, Reality-TV",2021,7.6,2631
Animal,Documentary,2021,7.9,1677
Soil,"Comedy, Drama",2021,7.2,1317
Twenty Your Life On,"Drama, Romance",2020,7,51
Preppers,Comedy,2021,6.1,458
Reasonable Doubt: A Tale of Two Kidnappings,"Crime, Documentary",2021,7.6,261
Love Like the Galaxy,"Drama, Mystery, Romance",2022,8.3,2173
Griselda,"Biography, Crime, Drama",2024,7.2,47782
Where Is Marta?,"Crime, Documentary, Mystery",2021,6.8,1830
Dig Deeper: The Disappearance of Birgit Meier,"Biography, Crime, Documentary",2021,7.2,2748
The Journalist,"Drama, Thriller",2022,7,988
,,2021,,
Kaisha wa Gakkou janen da yo,Comedy,2018,5.6,7
Falling in Love Like a Romantic Drama,"Reality-TV, Romance",2018,6.7,37
In the Heart of Kunoichi Tsubaki,"Action, Animation, Comedy",2022,6.3,202
Kakegurui Twin,"Animation, Drama, Mystery",2022,6.6,1271
The Orbital Children,"Adventure, Animation, Drama",2022,6.4,943
Eve,"Drama, Romance",2022,7.3,2150
Rilakkuma's Theme Park Adventure,"Adventure, Animation, Comedy",2022,6.6,315
Decoupled,"Comedy, Drama",2021,7.9,8707
Call of the Night,"Animation, Comedy, Fantasy",2022,7.4,4541
A Professor,"Comedy, Drama",2021,7.6,712
Love Never Lies,Reality-TV,2021,5.5,472
Love Is Blind: Japan,"Reality-TV, Romance",2022,7,1104
Ya Boy Kongming!,"Animation, Comedy, Drama",2022,7.5,1284
Thomas & Friends: All Engines Go,"Adventure, Animation, Comedy",2021,2.4,3603
,Reality,2021,,
Saturday Morning All Star Hits!,"Animation, Comedy",2021,7.4,1333
Cafe Minamdang,"Comedy, Crime, Drama",2022,7.3,2423
Tschugger,"Comedy, Crime",2021,8.4,1536
The Family That Sings Together: The Camargos,"Music, Reality-TV",2021,5.3,53
Planeta Singli. Osiem historii,"Comedy, Romance",2021,6.5,108
Switch On,"Fantasy, Romance, Thriller",2021,8.2,53
"Storybots: Laugh, Learn, Sing","Animation, Family",2021,7.7,16
Skip and Loafer,"Animation, Comedy, Drama",2023,7.8,2549
Attack on Pearl Harbor: Minute by Minute,"Documentary, History",2021,7.5,449
Anxious People,"Comedy, Crime, Drama",2021,6.8,5290
Russell Howard: Lubricant,Comedy,2021,7.2,1048
Qi Refining for 3000 Years,"Action, Adventure, Comedy",2022,7.5,13
Tish Tash,"Animation, Family",2020,7.7,38
,"Animation, Kids",2020,,
Queenmaker,Drama,2023,7.5,1577
"Poong, the Joseon Psychiatrist","Comedy, Drama, Romance",2022,7.2,525
Selling Tampa,Reality-TV,2021,4.7,1158
Blanca,"Crime, Drama",2021,7.2,818
The Endless Night,"Crime, Drama, Mystery",2023,7.6,1614
,"Animation, Kids",2016,,
Coming Out Colton,Reality-TV,2021,6.9,1354
Goodbye Earth,"Drama, Sci-Fi, Thriller",2024,4.3,1561
